national_number,gen,pokemon_name,primary_type,secondary_type,classification,height_m,weight_kg,hp,attack,defense,sp_attack,sp_defense,speed,abilities_0,abilities_1,is_sublegendary,is_legendary,is_mythical,evochain_1,evochain_2,evochain_3,evochain_4,mega_evolution,description,image
588,V,Karrablast,bug,,Clamping Pokémon,0.5,5.9,50,75,45,40,45,60,Swarm,Shed Skin,0,0,0,Karrablast,Escavalier,,,,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.,
589,V,Escavalier,bug,steel,Cavalry Pokémon,1,33,70,135,105,60,105,20,Swarm,Shell Armor,0,0,0,Karrablast,Escavalier,,,,They use shells they’ve stolen from Shelmet to arm and protect themselves. They’re very popular Pokémon in the Galar region.,
590,V,Foongus,grass,poison,Mushroom Pokémon,0.2,1,69,55,45,55,55,15,Effect Spore,,0,0,0,Foongus,Amoonguss,,,,No one knows what the Poké Ball–like pattern on Foongus means or why Foongus has it.,
591,V,Amoonguss,grass,poison,Mushroom Pokémon,0.6,10.5,114,85,70,85,80,30,Effect Spore,,0,0,0,Foongus,Amoonguss,,,,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land.",
592,V,Frillish,water,ghost,Floating Pokémon,1.2,33,55,40,50,65,85,40,Water Absorb,Cursed Body,0,0,0,Frillish,Jellicent,,,,"It envelops its prey in its veillike arms and draws it down to the deeps, five miles below the ocean’s surface.",
593,V,Jellicent,water,ghost,Floating Pokémon,2.2,135,100,60,70,85,105,60,Water Absorb,Cursed Body,0,0,0,Frillish,Jellicent,,,,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.,
594,V,Alomomola,water,,Caring Pokémon,1.2,31.6,165,75,80,40,45,65,Healer,Hydration,0,0,0,Alomomola,,,,,"Fishermen take them along on long voyages, because if you have an Alomomola with you, there’ll be no need for a doctor or medicine.",
595,V,Joltik,bug,electric,Attaching Pokémon,0.1,0.6,50,47,50,57,50,65,Compoundeyes,Unnerve,0,0,0,Joltik,Galvantula,,,,Joltik can be found clinging to other Pokémon. It’s soaking up static electricity because it can’t produce a charge on its own.,
596,V,Galvantula,bug,electric,EleSpider Pokémon,0.8,14.3,70,77,60,97,60,108,Compoundeyes,Unnerve,0,0,0,Joltik,Galvantula,,,,It launches electrified fur from its abdomen as its means of attack. Opponents hit by the fur could be in for three full days and nights of paralysis.,
597,V,Ferroseed,grass,steel,Thorn Seed Pokémon,0.6,18.8,44,50,91,24,86,10,Iron Barbs,,0,0,0,Ferroseed,Ferrothorn,,,,"It defends itself by launching spikes, but its aim isn’t very good at first. Only after a lot of practice will it improve.",
598,V,Ferrothorn,grass,steel,Thorn Pod Pokémon,1,110,74,94,131,54,116,20,Iron Barbs,,0,0,0,Ferroseed,Ferrothorn,,,,"This Pokémon scrapes its spikes across rocks, and then uses the tips of its feelers to absorb the nutrients it finds within the stone.",
599,V,Klink,steel,,Gear Pokémon,0.3,21,40,55,70,45,60,30,Plus,Minus,0,0,0,Klink,Klang,Klinklang,,,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.,
600,V,Klang,steel,,Gear Pokémon,0.6,51,60,80,95,70,85,50,Plus,Minus,0,0,0,Klink,Klang,Klinklang,,,"When Klang goes all out, the minigear links up perfectly with the outer part of the big gear, and this Pokémon’s rotation speed increases sharply.",
601,V,Klinklang,steel,,Gear Pokémon,0.6,81,60,100,115,70,85,90,Plus,Minus,0,0,0,Klink,Klang,Klinklang,,,"From its spikes, it launches powerful blasts of electricity. Its red core contains an enormous amount of energy.",
602,V,Tynamo,electric,,EleFish Pokémon,0.2,0.3,35,55,40,45,40,60,Levitate,,0,0,0,Tynamo,Eelektrik,Eelektross,,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",
603,V,Eelektrik,electric,,EleFish Pokémon,1.2,22,65,85,70,75,70,40,Levitate,,0,0,0,Tynamo,Eelektrik,Eelektross,,,It wraps itself around its prey and paralyzes it with electricity from the round spots on its sides. Then it chomps.,
604,V,Eelektross,electric,,EleFish Pokémon,2.1,80.5,85,115,80,105,80,50,Levitate,,0,0,0,Tynamo,Eelektrik,Eelektross,,,"With their sucker mouths, they suck in prey. Then they use their fangs to shock the prey with electricity.",
605,V,Elgyem,psychic,,Cerebral Pokémon,0.5,9,55,55,55,85,55,30,Telepathy,Synchronize,0,0,0,Elgyem,Beheeyem,,,,"If this Pokémon stands near a TV, strange scenery will appear on the screen. That scenery is said to be from its home.",
606,V,Beheeyem,psychic,,Cerebral Pokémon,1,34.5,75,75,75,125,95,40,Telepathy,Synchronize,0,0,0,Elgyem,Beheeyem,,,,"Whenever a Beheeyem visits a farm, a Dubwool mysteriously disappears.",
607,V,Litwick,ghost,fire,Candle Pokémon,0.3,3.1,50,30,55,65,55,20,Flash Fire,Flame Body,0,0,0,Litwick,Lampent,Chandelure,,,The flame on its head keeps its body slightly warm. This Pokémon takes lost children by the hand to guide them to the spirit world.,
608,V,Lampent,ghost,fire,Lamp Pokémon,0.6,13,60,40,60,95,60,55,Flash Fire,Flame Body,0,0,0,Litwick,Lampent,Chandelure,,,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death.",
609,V,Chandelure,ghost,fire,Luring Pokémon,1,34.3,60,55,90,145,90,80,Flash Fire,Flame Body,0,0,0,Litwick,Lampent,Chandelure,,,This Pokémon haunts dilapidated mansions. It sways its arms to hypnotize opponents with the ominous dancing of its flames.,
610,V,Axew,dragon,,Tusk Pokémon,0.6,18,46,87,60,30,40,57,Rivalry,Mold Breaker,0,0,0,Axew,Fraxure,Haxorus,,,These Pokémon nest in the ground and use their tusks to crush hard berries. Crushing berries is also how they test each other’s strength.,
611,V,Fraxure,dragon,,Axe Jaw Pokémon,1,36,66,117,70,40,50,67,Rivalry,Mold Breaker,0,0,0,Axew,Fraxure,Haxorus,,,"After battle, this Pokémon carefully sharpens its tusks on river rocks. It needs to take care of its tusks—if one breaks, it will never grow back.",
612,V,Haxorus,dragon,,Axe Jaw Pokémon,1.8,105.5,76,147,90,60,70,97,Rivalry,Mold Breaker,0,0,0,Axew,Fraxure,Haxorus,,,Its resilient tusks are its pride and joy. It licks up dirt to take in the minerals it needs to keep its tusks in top condition.,
613,V,Cubchoo,ice,,Chill Pokémon,0.5,8.5,55,70,40,60,40,40,Snow Cloak,Slush Rush,0,0,0,Cubchoo,Beartic,,,,"When this Pokémon is in good health, its snot becomes thicker and stickier. It will smear its snot on anyone it doesn’t like.",
614,V,Beartic,ice,,Freezing Pokémon,2.6,260,95,130,80,70,80,50,Snow Cloak,Slush Rush,0,0,0,Cubchoo,Beartic,,,,"It swims through frigid seas, searching for prey. From its frozen breath, it forms icy fangs that are harder than steel.",
615,V,Cryogonal,ice,,Crystallizing Pokémon,1.1,148,80,50,50,95,135,105,Levitate,,0,0,0,Cryogonal,,,,,"With its icy chains, Cryogonal freezes those it encounters. It then takes its victims away to somewhere unknown.",
616,V,Shelmet,bug,,Snail Pokémon,0.4,7.7,50,40,85,40,65,25,Hydration,Shell Armor,0,0,0,Shelmet,Accelgor,,,,"When attacked, it tightly shuts the lid of its shell. This reaction fails to protect it from Karrablast, however, because they can still get into the shell.",
617,V,Accelgor,bug,,Shell Out Pokémon,0.8,25.3,80,70,40,100,60,145,Hydration,Sticky Hold,0,0,0,Shelmet,Accelgor,,,,It moves with blinding speed and lobs poison at foes. Featuring Accelgor as a main character is a surefire way to make a movie or comic popular.,
618,V,Stunfisk,ground,electric,Trap Pokémon,0.7,11,109,66,84,81,99,32,Static,Limber,0,0,0,Stunfisk,,,,,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity.",
619,V,Mienfoo,fighting,,Martial Arts Pokémon,0.9,20,45,85,50,55,50,65,Inner Focus,Regenerator,0,0,0,Mienfoo,Mienshao,,,,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times.",
620,V,Mienshao,fighting,,Martial Arts Pokémon,1.4,35.5,65,125,60,95,60,105,Inner Focus,Regenerator,0,0,0,Mienfoo,Mienshao,,,,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms.",
621,V,Druddigon,dragon,,Cave Pokémon,1.6,139,77,120,90,60,90,48,Rough Skin,Sheer Force,0,0,0,Druddigon,,,,,"Druddigon lives in caves, but it never skips sunbathing—it won’t be able to move if its body gets too cold.",
622,V,Golett,ground,ghost,Automaton Pokémon,1,92,59,74,50,35,50,35,Iron Fist,Klutz,0,0,0,Golett,Golurk,,,,"They were sculpted from clay in ancient times. No one knows why, but some of them are driven to continually line up boulders.",
623,V,Golurk,ground,ghost,Automaton Pokémon,2.8,330,89,124,80,55,80,55,Iron Fist,Klutz,0,0,0,Golett,Golurk,,,,Artillery platforms built into the walls of ancient castles served as perches from which Golurk could fire energy beams.,
624,V,Pawniard,dark,steel,Sharp Blade Pokémon,0.5,10.2,45,85,70,40,40,60,Defiant,Inner Focus,0,0,0,Pawniard,Bisharp,,,,It uses river stones to maintain the cutting edges of the blades covering its body. These sharpened blades allow it to bring down opponents.,
625,V,Bisharp,dark,steel,Sword Blade Pokémon,1.6,70,65,125,100,60,70,70,Defiant,Inner Focus,0,0,0,Pawniard,Bisharp,,,,"It’s accompanied by a large retinue of Pawniard. Bisharp keeps a keen eye on its minions, ensuring none of them even think of double-crossing it.",
626,V,Bouffalant,normal,,Bash Buffalo Pokémon,1.6,94.6,95,110,95,40,95,55,Reckless,Sap Sipper,0,0,0,Bouffalant,,,,,These Pokémon can crush a car with no more than a headbutt. Bouffalant with more hair on their heads hold higher positions within the herd.,
627,V,Rufflet,normal,flying,Eaglet Pokémon,0.5,10.5,70,83,50,37,50,60,Keen Eye,Sheer Force,0,0,0,Rufflet,Braviary,,,,"If it spies a strong Pokémon, Rufflet can’t resist challenging it to a battle. But if Rufflet loses, it starts bawling.",
628,V,Braviary,normal,flying,Valiant Pokémon,1.5,41,100,123,75,57,75,80,Keen Eye,Sheer Force,0,0,0,Rufflet,Braviary,,,,"Known for its bravery and pride, this majestic Pokémon is often seen as a motif for various kinds of emblems.",
629,V,Vullaby,dark,flying,Diapered Pokémon,0.5,9,70,55,75,45,65,60,Big Pecks,Overcoat,0,0,0,Vullaby,Mandibuzz,,,,It wears a bone to protect its rear. It often squabbles with others of its kind over particularly comfy bones.,
630,V,Mandibuzz,dark,flying,Bone Vulture Pokémon,1.2,39.5,110,65,105,55,95,80,Big Pecks,Overcoat,0,0,0,Vullaby,Mandibuzz,,,,"Although it’s a bit of a ruffian, this Pokémon will take lost Vullaby under its wing and care for them till they’re ready to leave the nest.",
631,V,Heatmor,fire,,Anteater Pokémon,1.4,58,85,97,66,105,66,65,Gluttony,Flash Fire,0,0,0,Heatmor,,,,,"There’s a hole in its tail that allows it to draw in the air it needs to keep its fire burning. If the hole gets blocked, this Pokémon will fall ill.",
632,V,Durant,bug,steel,Iron Ant Pokémon,0.3,33,58,109,112,48,48,109,Swarm,Hustle,0,0,0,Durant,,,,,"They lay their eggs deep inside their nests. When attacked by Heatmor, they retaliate using their massive mandibles.",
633,V,Deino,dark,dragon,Irate Pokémon,0.8,17.3,52,65,50,45,50,38,Hustle,,0,0,0,Deino,Zweilous,Hydreigon,,,"When it encounters something, its first urge is usually to bite it. If it likes what it tastes, it will commit the associated scent to memory.",
634,V,Zweilous,dark,dragon,Hostile Pokémon,1.4,50,72,85,70,65,70,58,Hustle,,0,0,0,Deino,Zweilous,Hydreigon,,,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go.",
635,V,Hydreigon,dark,dragon,Brutal Pokémon,1.8,160,92,105,90,125,90,98,Levitate,,0,0,0,Deino,Zweilous,Hydreigon,,,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.,
636,V,Larvesta,bug,fire,Torch Pokémon,1.1,28.8,55,85,55,50,55,60,Flame Body,,0,0,0,Larvesta,Volcarona,,,,The people of ancient times believed that Larvesta fell from the sun.,
637,V,Volcarona,bug,fire,Sun Pokémon,1.6,46,85,60,65,135,105,100,Flame Body,,0,0,0,Larvesta,Volcarona,,,,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.,
638,V,Cobalion,steel,fighting,Iron Will Pokémon,2.1,250,91,90,129,90,72,108,Justified,,1,0,0,Cobalion,,,,,"This Pokémon appears in a legend alongside Terrakion and Virizion, fighting against humans in defense of the Unova region’s Pokémon.",
639,V,Terrakion,rock,fighting,Cavern Pokémon,1.9,260,91,129,90,72,90,108,Justified,,1,0,0,Terrakion,,,,,It has phenomenal power. It will mercilessly crush anyone or anything that bullies small Pokémon.,
640,V,Virizion,grass,fighting,Grassland Pokémon,2,200,91,90,72,90,129,108,Justified,,1,0,0,Virizion,,,,,A legend tells of this Pokémon working together with Cobalion and Terrakion to protect the Pokémon of the Unova region.,
641,V,Tornadus,flying,,Cyclone Pokémon,1.5,63,79,115,70,125,80,111,Prankster,Regenerator (Therian Forme),1,0,0,Tornadus,,,,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,
642,V,Thundurus,electric,flying,Bolt Strike Pokémon,1.5,61,79,115,70,125,80,111,Prankster,Volt Absorb (Therian Forme),1,0,0,Thundurus,,,,,The spikes on its tail discharge immense bolts of lightning. It flies around the Unova region firing off lightning bolts.,
643,V,Reshiram,dragon,fire,Vast White Pokémon,3.2,330,100,120,100,150,120,90,Turboblaze,,0,1,0,Reshiram,,,,,This legendary Pokémon can scorch the world with fire. It helps those who want to build a world of truth.,
644,V,Zekrom,dragon,electric,Deep Black Pokémon,2.9,345,100,150,120,120,100,90,Teravolt,,0,1,0,Zekrom,,,,,This legendary Pokémon can scorch the world with lightning. It assists those who want to build an ideal world.,
645,V,Landorus,ground,flying,Abundance Pokémon,1.5,68,89,125,90,115,80,101,Sand Force,Intimidate (Therian Forme),1,0,0,Landorus,,,,,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,
646,V,Kyurem,dragon,ice,Boundary Pokémon,3,325,125,130,90,130,90,95,Pressure (Standard),Teravolt (Black Kyurem),0,1,0,Kyurem,,,,,This legendary ice Pokémon waits for a hero to fill in the missing parts of its body with truth or ideals.,
647,V,Keldeo,water,fighting,Colt Pokémon,1.4,48.5,91,72,90,129,90,108,Justified,,0,0,1,Keldeo,,,,,"It crosses the world, running over the surfaces of oceans and rivers. It appears at scenic waterfronts.",
648,V,Meloetta,normal,psychic,Melody Pokémon,0.6,6.5,100,77,77,128,128,90,Serene Grace,,0,0,1,Meloetta,,,,,The melodies sung by Meloetta have the power to make Pokémon that hear them happy or sad.,
649,V,Genesect,bug,steel,Paleozoic Pokémon,1.5,82.5,71,120,95,120,95,99,Download,,0,0,1,Genesect,,,,,This ancient bug Pokémon was altered by Team Plasma. They upgraded the cannon on its back.,
650,VI,Chespin,grass,,Spiky Nut Pokémon,0.4,9,56,61,65,48,45,38,Overgrow,,0,0,0,Chespin,Quilladin,Chesnaught,,,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.",
651,VI,Quilladin,grass,,Spiny Armor Pokémon,0.7,29,61,78,95,56,58,57,Overgrow,,0,0,0,Chespin,Quilladin,Chesnaught,,,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,
652,VI,Chesnaught,grass,fighting,Spiny Armor Pokémon,1.6,90,88,107,122,74,75,64,Overgrow,,0,0,0,Chespin,Quilladin,Chesnaught,,,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,
653,VI,Fennekin,fire,,Fox Pokémon,0.4,9.4,40,45,40,62,60,60,Blaze,,0,0,0,Fennekin,Braixen,Delphox,,,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.",
654,VI,Braixen,fire,,Fox Pokémon,1,14.5,59,59,58,90,70,73,Blaze,,0,0,0,Fennekin,Braixen,Delphox,,,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.",
655,VI,Delphox,fire,psychic,Fox Pokémon,1.5,39,75,69,72,114,100,104,Blaze,,0,0,0,Fennekin,Braixen,Delphox,,,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.",
656,VI,Froakie,water,,Bubble Frog Pokémon,0.3,7,41,56,40,62,44,71,Torrent,,0,0,0,Froakie,Frogadier,Greninja,,,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,
657,VI,Frogadier,water,,Bubble Frog Pokémon,0.6,10.9,54,63,52,83,56,97,Torrent,,0,0,0,Froakie,Frogadier,Greninja,,,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.",
658,VI,Greninja,water,dark,Ninja Pokémon,1.5,40,72,95,67,103,71,122,Torrent,Battle Bond (Ash-Greninja Only),0,0,0,Froakie,Frogadier,Greninja,,,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.",
659,VI,Bunnelby,normal,,Digging Pokémon,0.4,5,38,36,38,32,36,57,Pickup,Cheek Pouch,0,0,0,Bunnelby,Diggersby,,,,"It excels at digging holes. Using its ears, it can dig a nest 33 feet deep in one night.",
660,VI,Diggersby,normal,ground,Digging Pokémon,1,42.4,85,56,77,50,77,78,Pickup,Cheek Pouch,0,0,0,Bunnelby,Diggersby,,,,"With power equal to an excavator, it can dig through dense bedrock. It’s a huge help during tunnel construction.",
661,VI,Fletchling,normal,flying,Tiny Robin Pokémon,0.3,1.7,45,50,43,40,38,62,Big Pecks,,0,0,0,Fletchling,Fletchinder,Talonflame,,,Its melodious cries are actually warnings. Fletchling will mercilessly peck at anything that enters its territory.,
